"day","tra"
"20080505",false
"20080506",false
"20080507",false
"20080508",true
"20080509",true
"20080510",false
"20060616",true
"20060617",false
"20060618",false
"20060619",true
"20060620",true
"20060621",true
"20060622",true
"20060623",true
"20060624",false
"20060625",false
"20060626",true
"20060627",true
"20060628",true
"20060629",true
"20060630",true
"20060701",false
"20060702",false
"20060703",true
"20060704",true
"20060705",true
"20060706",true
"20060707",true
"20060708",false
"20060709",false
"20060710",true
"20060711",true
"20060712",true
"20060713",true
"20060714",true
"20060715",false
"20060716",false
"20060717",true
"20060718",true
"20060719",true
"20060720",true
"20060721",true
"20060722",false
"20060723",false
"20060724",true
"20060725",true
"20060726",true
"20060727",true
"20060728",true
"20060729",false
"20060730",false
"20060731",true
"20060801",true
"20060802",true
"20060803",true
"20060804",true
"20060805",false
"20060806",false
"20060807",true
"20060808",true
"20060809",true
"20060810",true
"20060811",true
"20060812",false
"20060813",false
"20060814",true
"20060815",true
"20060816",true
"20060817",true
"20060818",true
"20060819",false
"20060820",false
"20060821",true
"20060822",true
"20060823",true
"20060824",true
"20060825",true
"20060826",false
"20060827",false
"20060828",true
"20060829",true
"20060830",true
"20060831",true
"20060901",true
"20060902",false
"20060903",false
"20060904",true
"20060905",true
"20060906",true
"20060907",true
"20060908",true
"20060909",false
"20060910",false
"20060911",true
"20060912",true
"20060913",true
"20060914",true
"20060915",true
"20060916",false
"20060917",false
"20060918",true
"20060919",true
"20060920",true
"20060921",true
"20060922",true
"20060923",false
"20060924",false
"20060925",true
"20060926",true
"20060927",true
"20060928",true
"20060929",true
"20060930",false
"20061001",false
"20061002",false
"20061003",false
"20061004",false
"20061005",false
"20061006",false
"20061007",false
"20061008",false
"20061009",true
"20061010",true
"20061011",true
"20061012",true
"20061013",true
"20061014",false
"20061015",false
"20061016",true
"20061017",true
"20061018",true
"20061019",true
"20061020",true
"20061021",false
"20061022",false
"20061023",true
"20061024",true
"20061025",true
"20061026",true
"20061027",true
"20061028",false
"20061029",false
"20061030",true
"20061031",true
"20061101",true
"20061102",true
"20061103",true
"20061104",false
"20061105",false
"20101109",true
"20101110",true
"20111229",true
"20080511",false
"20080512",true
"20080513",true
"20080514",true
"20080515",true
"20080516",true
"20080517",false
"20080518",false
"20080519",true
"20080520",true
"20080521",true
"20080522",true
"20080523",true
"20080524",false
"20080525",false
"20080526",true
"20080527",true
"20080528",true
"20060208",true
"20060209",true
"20060210",true
"20060211",false
"20060212",false
"20060213",true
"20060214",true
"20060215",true
"20060216",true
"20060217",true
"20060218",false
"20060219",false
"20060220",true
"20060221",true
"20060222",true
"20060223",true
"20060224",true
"20060225",false
"20060226",false
"20060227",true
"20060228",true
"20060301",true
"20060302",true
"20060303",true
"20060304",false
"20060305",false
"20060306",true
"20060307",true
"20060308",true
"20060309",true
"20060310",true
"20060311",false
"20060312",false
"20060313",true
"20060314",true
"20060315",true
"20060316",true
"20060317",true
"20060318",false
"20060319",false
"20060320",true
"20060321",true
"20060322",true
"20060323",true
"20060324",true
"20060325",false
"20060326",false
"20060327",true
"20060328",true
"20060329",true
"20060330",true
"20060331",true
"20060401",false
"20060402",false
"20060403",true
"20060404",true
"20060405",true
"20060406",true
"20060407",true
"20060408",false
"20060409",false
"20060410",true
"20060411",true
"20060412",true
"20060413",true
"20060414",true
"20060415",false
"20060416",false
"20060417",true
"20060418",true
"20060419",true
"20060420",true
"20060421",true
"20060422",false
"20060423",false
"20060424",true
"20060425",true
"20060426",true
"20060427",true
"20060428",true
"20060429",false
"20060430",false
"20060501",false
"20060502",false
"20060503",false
"20060504",false
"20060505",false
"20060506",false
"20060507",false
"20060508",true
"20060509",true
"20060510",true
"20060511",true
"20060512",true
"20060513",false
"20060514",false
"20060515",true
"20060516",true
"20060517",true
"20060518",true
"20060519",true
"20060520",false
"20060521",false
"20060522",true
"20060523",true
"20060524",true
"20060525",true
"20060526",true
"20060527",false
"20060528",false
"20060529",true
"20060530",true
"20060531",true
"20060601",true
"20060602",true
"20060603",false
"20060604",false
"20060605",true
"20060606",true
"20060607",true
"20060608",true
"20060609",true
"20060610",false
"20060611",false
"20060612",true
"20060613",true
"20060614",true
"20060615",true
"20101111",true
"20101112",true
"20101113",false
"20101114",false
"20101115",true
"20101116",true
"20101117",true
"20101118",true
"20101119",true
"20101120",false
"20101121",false
"20101122",true
"20101123",true
"20101124",true
"20101125",true
"20101126",true
"20101127",false
"20101128",false
"20101129",true
"20101130",true
"20101201",true
"20101202",true
"20101203",true
"20101204",false
"20101205",false
"20101206",true
"20101207",true
"20101208",true
"20101209",true
"20101210",true
"20101211",false
"20101212",false
"20101213",true
"20101214",true
"20101215",true
"20101216",true
"20101217",true
"20101218",false
"20101219",false
"20101220",true
"20101221",true
"20101222",true
"20101223",true
"20101224",true
"20101225",false
"20101226",false
"20101227",true
"20101228",true
"20101229",true
"20101230",true
"20101231",true
"20050501",false
"20050502",false
"20050503",false
"20050504",false
"20050505",false
"20050506",false
"20050507",false
"20050508",false
"20050509",true
"20050510",true
"20050511",true
"20050512",true
"20050513",true
"20050514",false
"20050515",false
"20050516",true
"20050517",true
"20050518",true
"20050519",true
"20050520",true
"20050521",false
"20050522",false
"20050523",true
"20050524",true
"20050525",true
"20050526",true
"20050527",true
"20050528",false
"20050529",false
"20050530",true
"20050531",true
"20050601",true
"20050602",true
"20050603",true
"20050604",false
"20050605",false
"20050606",true
"20050607",true
"20050608",true
"20050609",true
"20050610",true
"20050611",false
"20050612",false
"20050613",true
"20050614",true
"20050615",true
"20050616",true
"20050617",true
"20050618",false
"20050619",false
"20050620",true
"20050621",true
"20050622",true
"20050623",true
"20050624",true
"20050625",false
"20050626",false
"20050627",true
"20050628",true
"20050629",true
"20050630",true
"20050701",true
"20050702",false
"20050703",false
"20050704",true
"20050705",true
"20050706",true
"20050707",true
"20050708",true
"20050709",false
"20050710",false
"20050711",true
"20050712",true
"20050713",true
"20050714",true
"20050715",true
"20050716",false
"20050717",false
"20050718",true
"20050719",true
"20050720",true
"20050721",true
"20050722",true
"20050723",false
"20050724",false
"20050725",true
"20050726",true
"20050727",true
"20050728",true
"20050729",true
"20050730",false
"20050731",false
"20050801",true
"20050802",true
"20050803",true
"20070205",true
"20070206",true
"20070207",true
"20070208",true
"20070209",true
"20070210",false
"20070211",false
"20070212",true
"20070213",true
"20070214",true
"20070215",true
"20070216",true
"20070217",false
"20070218",false
"20070219",false
"20070220",false
"20070221",false
"20070222",false
"20100224",true
"20100225",true
"20100226",true
"20100227",false
"20100228",false
"20100301",true
"20100302",true
"20100303",true
"20100304",true
"20100305",true
"20100306",false
"20100307",false
"20100308",true
"20100309",true
"20100310",true
"20100311",true
"20100312",true
"20100313",false
"20100314",false
"20100315",true
"20100316",true
"20100317",true
"20100318",true
"20100319",true
"20100320",false
"20100321",false
"20100322",true
"20100323",true
"20100324",true
"20100325",true
"20100326",true
"20100327",false
"20100328",false
"20100329",true
"20100330",true
"20100331",true
"20100401",true
"20100402",true
"20100403",false
"20100404",false
"20100405",false
"20100406",true
"20100407",true
"20100408",true
"20100409",true
"20100410",false
"20100411",false
"20100412",true
"20100413",true
"20100414",true
"20100415",true
"20100416",true
"20100417",false
"20100418",false
"20100419",true
"20100420",true
"20100421",true
"20100422",true
"20100423",true
"20100424",false
"20100425",false
"20100426",true
"20100427",true
"20100428",true
"20100429",true
"20100430",true
"20100501",false
"20100502",false
"20100503",false
"20100504",true
"20100505",true
"20100506",true
"20100507",true
"20100508",false
"20100509",false
"20100510",true
"20100511",true
"20100512",true
"20100513",true
"20100514",true
"20100515",false
"20100516",false
"20100517",true
"20100518",true
"20100519",true
"20100520",true
"20100521",true
"20100522",false
"20100523",false
"20100524",true
"20100525",true
"20100526",true
"20100527",true
"20100528",true
"20100529",false
"20100530",false
"20100531",true
"20100601",true
"20100602",true
"20100603",true
"20100604",true
"20100605",false
"20100606",false
"20100607",true
"20100608",true
"20100609",true
"20100610",true
"20100611",true
"20100612",false
"20100613",false
"20100614",false
"20100615",false
"20100616",false
"20100617",true
"20100618",true
"20100619",false
"20100620",false
"20100621",true
"20100622",true
"20100623",true
"20100624",true
"20100625",true
"20100626",false
"20100627",false
"20100628",true
"20100629",true
"20100630",true
"20100701",true
"20110616",true
"20110617",true
"20110618",false
"20110619",false
"20110620",true
"20110621",true
"20110622",true
"20110623",true
"20110624",true
"20110625",false
"20110626",false
"20110627",true
"20110628",true
"20110629",true
"20110630",true
"20110701",true
"20110702",false
"20110703",false
"20110704",true
"20110705",true
"20110706",true
"20110707",true
"20110708",true
"20110709",false
"20110710",false
"20110711",true
"20110712",true
"20110713",true
"20110714",true
"20110715",true
"20110716",false
"20110717",false
"20110718",true
"20110719",true
"20110720",true
"20110721",true
"20110722",true
"20110723",false
"20110724",false
"20110725",true
"20110726",true
"20110727",true
"20110728",true
"20110729",true
"20110730",false
"20110731",false
"20110801",true
"20110802",true
"20110803",true
"20110804",true
"20110805",true
"20110806",false
"20110807",false
"20110808",true
"20110809",true
"20110810",true
"20110811",true
"20110812",true
"20110813",false
"20110814",false
"20110815",true
"20110816",true
"20110817",true
"20110818",true
"20110819",true
"20110820",false
"20110821",false
"20110822",true
"20110823",true
"20110824",true
"20110825",true
"20110826",true
"20110827",false
"20110828",false
"20110829",true
"20110830",true
"20110831",true
"20110901",true
"20110902",true
"20110903",false
"20110904",false
"20110905",true
"20110906",true
"20110907",true
"20110908",true
"20110909",true
"20110910",false
"20110911",false
"20110912",false
"20110913",true
"20080923",true
"20080924",true
"20080925",true
"20080926",true
"20080927",false
"20080928",false
"20080929",true
"20080930",true
"20081001",false
"20081002",false
"20081003",false
"20081004",false
"20081005",false
"20081006",false
"20081007",false
"20081008",true
"20081009",true
"20081010",true
"20081011",false
"20081012",false
"20081013",true
"20081014",true
"20081015",true
"20081016",true
"20081017",true
"20081018",false
"20081019",false
"20081020",true
"20081021",true
"20081022",true
"20081023",true
"20081024",true
"20081025",false
"20081026",false
"20081027",true
"20081028",true
"20081029",true
"20081030",true
"20081031",true
"20081101",false
"20081102",false
"20081103",true
"20081104",true
"20081105",true
"20081106",true
"20081107",true
"20081108",false
"20081109",false
"20081110",true
"20081111",true
"20081112",true
"20081113",true
"20051110",true
"20051111",true
"20091018",false
"20091019",true
"20100702",true
"20100703",false
"20100704",false
"20100705",true
"20100706",true
"20100707",true
"20100708",true
"20100709",true
"20100710",false
"20100711",false
"20100712",true
"20100713",true
"20100714",true
"20100715",true
"20100716",true
"20100717",false
"20100718",false
"20100719",true
"20100720",true
"20100721",true
"20100722",true
"20100723",true
"20100724",false
"20100725",false
"20100726",true
"20100727",true
"20100728",true
"20100729",true
"20100730",true
"20100731",false
"20100801",false
"20100802",true
"20100803",true
"20100804",true
"20100805",true
"20100806",true
"20100807",false
"20100808",false
"20100809",true
"20100810",true
"20100811",true
"20100812",true
"20100813",true
"20100814",false
"20100815",false
"20100816",true
"20100817",true
"20100818",true
"20100819",true
"20100820",true
"20100821",false
"20100822",false
"20100823",true
"20100824",true
"20100825",true
"20100826",true
"20100827",true
"20100828",false
"20100829",false
"20100830",true
"20100831",true
"20100901",true
"20100902",true
"20100903",true
"20100904",false
"20100905",false
"20100906",true
"20100907",true
"20100908",true
"20100909",true
"20100910",true
"20100911",false
"20100912",false
"20100913",true
"20100914",true
"20100915",true
"20100916",true
"20100917",true
"20100918",false
"20100919",false
"20100920",true
"20100921",true
"20100922",false
"20100923",false
"20100924",false
"20100925",false
"20100926",false
"20100927",true
"20100928",true
"20100929",true
"20100930",true
"20101001",false
"20101002",false
"20101003",false
"20101004",false
"20101005",false
"20101006",false
"20101007",false
"20101008",true
"20101009",false
"20101010",false
"20101011",true
"20101012",true
"20101013",true
"20101014",true
"20101015",true
"20101016",false
"20101017",false
"20101018",true
"20101019",true
"20101020",true
"20101021",true
"20101022",true
"20101023",false
"20101024",false
"20101025",true
"20101026",true
"20101027",true
"20101028",true
"20101029",true
"20101030",false
"20101031",false
"20101101",true
"20101102",true
"20101103",true
"20101104",true
"20101105",true
"20101106",false
"20101107",false
"20101108",true
"20110308",true
"20110309",true
"20110310",true
"20110311",true
"20110312",false
"20110313",false
"20110314",true
"20110315",true
"20110316",true
"20110317",true
"20110318",true
"20110319",false
"20110320",false
"20110321",true
"20110322",true
"20110323",true
"20110324",true
"20110325",true
"20110326",false
"20110327",false
"20110328",true
"20110329",true
"20110330",true
"20110331",true
"20110401",true
"20110402",false
"20110403",false
"20110404",false
"20110405",false
"20110406",true
"20110407",true
"20110408",true
"20110409",false
"20110410",false
"20110411",true
"20110412",true
"20110413",true
"20110414",true
"20110415",true
"20110416",false
"20110417",false
"20110418",true
"20110419",true
"20110420",true
"20110421",true
"20110422",true
"20110423",false
"20110424",false
"20110425",true
"20110426",true
"20110427",true
"20110428",true
"20110429",true
"20110430",false
"20110501",false
"20110502",false
"20110503",true
"20110504",true
"20110505",true
"20110506",true
"20110507",false
"20110508",false
"20110509",true
"20110510",true
"20110511",true
"20110512",true
"20110513",true
"20110514",false
"20110515",false
"20110516",true
"20110517",true
"20110518",true
"20110519",true
"20110520",true
"20110521",false
"20110522",false
"20111004",false
"20111005",false
"20111006",false
"20111007",false
"20111008",false
"20111009",false
"20111010",true
"20111011",true
"20111012",true
"20111013",true
"20111014",true
"20111015",false
"20111016",false
"20111017",true
"20111018",true
"20111019",true
"20111020",true
"20111021",true
"20111022",false
"20111023",false
"20111024",true
"20111025",true
"20111026",true
"20111027",true
"20111028",true
"20111029",false
"20111030",false
"20111031",true
"20111101",true
"20111102",true
"20111103",true
"20111104",true
"20111105",false
"20111106",false
"20111107",true
"20111108",true
"20111109",true
"20111110",true
"20111111",true
"20111112",false
"20111113",false
"20111114",true
"20111115",true
"20111116",true
"20111117",true
"20111118",true
"20111119",false
"20111120",false
"20111121",true
"20111122",true
"20111123",true
"20111124",true
"20111125",true
"20111126",false
"20111127",false
"20111128",true
"20111129",true
"20111130",true
"20111201",true
"20111202",true
"20111203",false
"20111204",false
"20111205",true
"20111206",true
"20111207",true
"20111208",true
"20111209",true
"20111210",false
"20111211",false
"20111212",true
"20111213",true
"20111214",true
"20111215",true
"20111216",true
"20111217",false
"20111218",false
"20111219",true
"20111220",true
"20111221",true
"20111222",true
"20111223",true
"20111224",false
"20111225",false
"20111226",true
"20111227",true
"20111228",true
"20090220",true
"20111230",true
"20091020",true
"20111231",false
"20050101",false
"20050102",false
"20050103",false
"20050104",true
"20050105",true
"20050106",true
"20050107",true
"20050108",false
"20050109",false
"20050110",true
"20050111",true
"20050112",true
"20050113",true
"20050114",true
"20050115",false
"20050116",false
"20050117",true
"20050118",true
"20050119",true
"20050120",true
"20050121",true
"20050122",false
"20050123",false
"20050124",true
"20050125",true
"20050126",true
"20050127",true
"20050128",true
"20050129",false
"20050130",false
"20050131",true
"20050201",true
"20050202",true
"20050203",true
"20050204",true
"20050205",false
"20050206",false
"20050207",true
"20050208",true
"20050209",true
"20050210",true
"20050211",true
"20050212",false
"20050213",false
"20050214",true
"20050215",true
"20050216",true
"20050217",true
"20050218",true
"20050219",false
"20050220",false
"20050221",true
"20050222",true
"20050223",true
"20050224",true
"20050225",true
"20050226",false
"20050227",false
"20050228",true
"20050301",true
"20050302",true
"20050303",true
"20050304",true
"20050305",false
"20050306",false
"20050307",true
"20050308",true
"20050309",true
"20050310",true
"20050311",true
"20050312",false
"20050313",false
"20050314",true
"20050315",true
"20050316",true
"20050317",true
"20050318",true
"20050319",false
"20050320",false
"20050321",true
"20050322",true
"20050323",true
"20050324",true
"20050325",true
"20050326",false
"20050327",false
"20050328",true
"20050329",true
"20050330",true
"20050331",true
"20050401",true
"20050402",false
"20050403",false
"20110101",false
"20110102",false
"20110103",false
"20110104",true
"20110105",true
"20110106",true
"20110107",true
"20110108",false
"20110109",false
"20110110",true
"20110111",true
"20110112",true
"20110113",true
"20110114",true
"20110115",false
"20110116",false
"20110117",true
"20110118",true
"20110119",true
"20110120",true
"20110121",true
"20110122",false
"20110123",false
"20110124",true
"20110125",true
"20110126",true
"20110127",true
"20110128",true
"20110129",false
"20110130",false
"20110131",true
"20110201",true
"20110202",true
"20110203",false
"20110204",false
"20110205",false
"20110206",false
"20110207",false
"20110208",false
"20110209",true
"20110210",true
"20110211",true
"20110212",false
"20110213",false
"20110214",true
"20110215",true
"20110216",true
"20110217",true
"20110218",true
"20110219",false
"20080731",true
"20080801",true
"20080802",false
"20080803",false
"20080804",true
"20080805",true
"20080806",true
"20080807",true
"20080808",true
"20080809",false
"20080810",false
"20080811",true
"20080812",true
"20080813",true
"20080814",true
"20080815",true
"20080816",false
"20080817",false
"20080818",true
"20080819",true
"20080820",true
"20080821",true
"20080822",true
"20080823",false
"20080824",false
"20080825",true
"20080826",true
"20080827",true
"20080828",true
"20080829",true
"20080830",false
"20080831",false
"20080901",true
"20080902",true
"20080903",true
"20080904",true
"20080905",true
"20080906",false
"20080907",false
"20080908",true
"20080909",true
"20080910",true
"20080911",true
"20080912",true
"20080913",false
"20080914",false
"20080915",true
"20080916",true
"20080917",true
"20080918",true
"20080919",true
"20060107",false
"20060108",false
"20060109",true
"20060110",true
"20060111",true
"20060112",true
"20060113",true
"20060114",false
"20060115",false
"20060116",true
"20060117",true
"20060118",true
"20060119",true
"20060120",true
"20060121",false
"20060122",false
"20060123",true
"20060124",true
"20060125",true
"20060126",true
"20060127",true
"20060128",false
"20060129",false
"20060130",true
"20060131",true
"20060201",true
"20060202",true
"20060203",true
"20060204",false
"20060205",false
"20060206",true
"20060207",true
"20110914",true
"20110915",true
"20110916",true
"20110917",false
"20110918",false
"20110919",true
"20110920",true
"20110921",true
"20110922",true
"20110923",true
"20110924",false
"20110925",false
"20110926",true
"20110927",true
"20110928",true
"20110929",true
"20110930",true
"20111001",false
"20111002",false
"20111003",false
"20070809",true
"20070810",true
"20070811",false
"20070812",false
"20070813",true
"20070814",true
"20070815",true
"20070816",true
"20070817",true
"20070818",false
"20070819",false
"20070820",true
"20070821",true
"20070822",true
"20070823",true
"20070824",true
"20070825",false
"20070826",false
"20070827",true
"20070828",true
"20070829",true
"20070830",true
"20070831",true
"20070901",false
"20070902",false
"20070903",true
"20070904",true
"20070905",true
"20070906",true
"20070907",true
"20070908",false
"20070909",false
"20070910",true
"20070911",true
"20070912",true
"20070913",true
"20070914",true
"20070915",false
"20070916",false
"20070917",true
"20070918",true
"20070919",true
"20070920",true
"20070921",true
"20070922",false
"20070923",false
"20070924",true
"20070925",true
"20070926",true
"20070927",true
"20070928",true
"20070929",false
"20070930",false
"20071001",false
"20071002",false
"20071003",false
"20071004",false
"20071005",false
"20071006",false
"20071007",false
"20071008",true
"20071009",true
"20071010",true
"20071011",true
"20071012",true
"20071013",false
"20071014",false
"20071015",true
"20071016",true
"20071017",true
"20071018",true
"20071019",true
"20071020",false
"20071021",false
"20071022",true
"20071023",true
"20071024",true
"20071025",true
"20071026",true
"20071027",false
"20071028",false
"20071029",true
"20071030",true
"20071031",true
"20071101",true
"20071102",true
"20071103",false
"20071104",false
"20071105",true
"20071106",true
"20071107",true
"20071108",true
"20071109",true
"20071110",false
"20071111",false
"20071112",true
"20071113",true
"20071114",true
"20071115",true
"20071116",true
"20071117",false
"20071118",false
"20071119",true
"20071120",true
"20071121",true
"20071122",true
"20071123",true
"20071124",false
"20071125",false
"20071126",true
"20071127",true
"20071128",true
"20071129",true
"20071130",true
"20100101",false
"20100102",false
"20100103",false
"20100104",true
"20100105",true
"20100106",true
"20100107",true
"20100108",true
"20100109",false
"20100110",false
"20100111",true
"20100112",true
"20100113",true
"20100114",true
"20100115",true
"20100116",false
"20100117",false
"20100118",true
"20100119",true
"20100120",true
"20100121",true
"20100122",true
"20100123",false
"20100124",false
"20100125",true
"20100126",true
"20100127",true
"20100128",true
"20100129",true
"20100130",false
"20100131",false
"20100201",true
"20100202",true
"20100203",true
"20100204",true
"20100205",true
"20100206",false
"20100207",false
"20100208",true
"20100209",true
"20100210",true
"20100211",true
"20100212",true
"20100213",false
"20100214",false
"20100215",false
"20100216",false
"20100217",false
"20100218",false
"20100219",false
"20100220",true
"20100221",true
"20100222",true
"20100223",true
"20110523",true
"20110524",true
"20110525",true
"20110526",true
"20110527",true
"20110528",false
"20110529",false
"20110530",true
"20110531",true
"20110601",true
"20110602",true
"20110603",true
"20110604",false
"20110605",false
"20110606",false
"20110607",true
"20110608",true
"20110609",true
"20110610",true
"20110611",false
"20110612",false
"20110613",true
"20110614",true
"20110615",true
"20051112",false
"20110224",true
"20110225",true
"20110226",false
"20110227",false
"20110228",true
"20110301",true
"20110302",true
"20110303",true
"20110304",true
"20110305",false
"20110306",false
"20110307",true
"20050404",true
"20050405",true
"20050406",true
"20050407",true
"20050408",true
"20050409",false
"20050410",false
"20050411",true
"20050412",true
"20050413",true
"20050414",true
"20050415",true
"20050416",false
"20050417",false
"20050418",true
"20050419",true
"20050420",true
"20050421",true
"20050422",true
"20050423",false
"20050424",false
"20050425",true
"20050426",true
"20050427",true
"20050428",true
"20050429",true
"20050430",false
"20091204",true
"20091205",false
"20091206",false
"20091207",true
"20091208",true
"20091209",true
"20091210",true
"20091211",true
"20091212",false
"20091213",false
"20091214",true
"20091215",true
"20091216",true
"20091217",true
"20091218",true
"20091219",false
"20091220",false
"20091221",true
"20091222",true
"20091223",true
"20091224",true
"20091225",true
"20091226",false
"20091227",false
"20091228",true
"20091229",true
"20091230",true
"20091231",true
"20080920",false
"20080921",false
"20080922",true
"20051013",true
"20051014",true
"20051015",false
"20051016",false
"20051017",true
"20051018",true
"20051019",true
"20051020",true
"20051021",true
"20051022",false
"20051023",false
"20051024",true
"20051025",true
"20051026",true
"20051027",true
"20051028",true
"20051029",false
"20051030",false
"20051031",true
"20051101",true
"20051102",true
"20051103",true
"20051104",true
